Car_Name,Year,Selling_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,engine,max_power,seats,mileage
Mahindra Xylo E8,2009,300000,90000,Diesel,Individual,Manual,Second Owner,2498,112,8,14
Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Individual,Manual,Second Owner,1399,68,5,20
Honda Civic 1.8 V MT Inspire,2011,350000,50000,Petrol,Individual,Manual,First Owner,1799,132,5,15.5
Hyundai Xcent 1.1 CRDi S,2015,509999,62000,Diesel,Individual,Manual,Second Owner,1120,71,5,24.4
Maruti Ertiga LDI,2012,400000,90000,Diesel,Individual,Manual,First Owner,1248,88.76,7,20.77
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,800000,80000,Diesel,Individual,Manual,First Owner,2494,100,7,12.99
Hyundai Creta 1.6 CRDi SX,2016,930000,47552,Diesel,Individual,Manual,Second Owner,1582,126.2,5,19.67
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,720000,40000,Diesel,Individual,Manual,Second Owner,1248,88.5,5,24.3
Ford Figo Petrol EXI,2011,225000,15000,Petrol,Individual,Manual,First Owner,1196,70,5,15.6
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,20000,Diesel,Individual,Manual,First Owner,1498,98.96,5,23
Hyundai i20 Active 1.2,2018,530000,52000,Petrol,Individual,Manual,First Owner,1197,81.86,5,17.19
Hyundai i20 Magna 1.2,2016,470000,70000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,110000,Diesel,Individual,Manual,First Owner,2523,63,9,15.96
Tata Safari Storme LX,2014,540000,77500,Diesel,Individual,Manual,Second Owner,2179,138.1,7,14
Maruti Swift VDI BSIV,2015,459999,100000,Diesel,Individual,Manual,Second Owner,1248,74,5,25.2
Renault KWID RXL,2019,325000,14700,Petrol,Individual,Manual,First Owner,799,53.3,5,25.17
Maruti Omni MPI STD BSIV,2016,240000,40000,Petrol,Individual,Manual,First Owner,796,34.2,5,16.8
Mahindra KUV 100 mFALCON G80 K2,2017,400000,32000,Petrol,Individual,Manual,Second Owner,1198,82,6,18.15
Maruti Alto LXI,2004,70000,70000,Petrol,Individual,Manual,Second Owner,796,46.3,5,19.7
Maruti Swift Dzire VXi,2009,250000,80000,Petrol,Individual,Manual,First Owner,1298,85.8,5,17.5
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,910000,80000,Diesel,Individual,Manual,Second Owner,2494,100.6,8,12.99
Maruti Swift Dzire VDI,2018,720000,25000,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Maruti Swift Dzire ZDI,2015,590000,50000,Diesel,Individual,Manual,First Owner,1248,74,5,26.59
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,434000,120000,Diesel,Individual,Manual,First Owner,2499,72.4,10,13.58
Mahindra Bolero DI BSIII,2006,145000,170000,Diesel,Individual,Manual,First Owner,2523,63,7,13.6
Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,19700,Petrol,Individual,Manual,First Owner,1198,82,5,18.15
Hyundai Santro Xing GL Plus LPG,2011,191000,70000,LPG,Individual,Manual,First Owner,1086,62.1,5,18.83
Ford Figo Aspire 1.5 TDCi Titanium,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,1498,99,5,25.83
Maruti Wagon R LXI,2005,65000,90000,Petrol,Individual,Manual,Second Owner,998,67.1,5,18.9
Ford Figo Diesel LXI,2015,300000,140000,Diesel,Individual,Manual,First Owner,1399,68.05,5,20
Mahindra Scorpio 2.6 DX,2003,125000,120000,Diesel,Individual,Manual,Third Owner,2609,116.6,8,12.7
Tata Tigor 1.2 Revotron XZ Option,2017,520000,40000,Petrol,Individual,Manual,First Owner,1199,84,5,20.3
Maruti Alto 800 LXI,2014,190000,70000,Petrol,Individual,Manual,Third Owner,796,47.3,5,22.74
Datsun RediGO 1.0 S,2018,310000,7000,Petrol,Individual,Manual,First Owner,999,67,5,22.5
Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,90000,Diesel,Individual,Manual,First Owner,2494,102,8,12.8
Mahindra TUV 300 mHAWK100 T8 AMT,2016,750000,110000,Diesel,Individual,Automatic,First Owner,1493,100,7,18.49
Maruti Alto K10 VXI,2019,350000,15000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Maruti Alto 800 VXI,2020,360000,5000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.05
Renault KWID RXE,2017,285000,5000,Petrol,Individual,Manual,First Owner,799,53.3,5,25.17
Maruti Alto 800 LX,2013,160000,70000,Petrol,Individual,Manual,Second Owner,796,47.3,5,22.74
Datsun GO Plus D,2015,229999,60000,Petrol,Individual,Manual,Second Owner,1198,67,7,19.44
Maruti Alto LXi,2007,85000,120000,Petrol,Individual,Manual,Third Owner,796,46.3,5,19.7
Datsun RediGO 1.0 S,2018,300000,7000,Petrol,Individual,Manual,First Owner,999,67,5,22.5
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,675000,120000,Diesel,Individual,Manual,First Owner,2179,120,7,12.05
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014,700000,145241,Diesel,Individual,Manual,First Owner,2179,120,7,12.05
Mahindra Scorpio 2.6 Turbo 7 Str,2008,400000,110000,Diesel,Individual,Manual,First Owner,2609,116.6,8,12.7
Renault KWID RXT,2016,254999,30000,Petrol,Individual,Manual,Third Owner,799,53.3,5,25.17
Mahindra Scorpio S10 7 Seater,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,2179,120,7,15.4
Maruti Swift Dzire VDI,2013,390000,100000,Diesel,Individual,Manual,First Owner,1248,74,5,23.4
Toyota Etios Liva GD,2015,450000,80000,Diesel,Individual,Manual,First Owner,1364,67.04,5,23.59
Maruti Vitara Brezza VDi Option,2017,725000,50000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Tata Safari Storme LX,2013,466000,95500,Diesel,Individual,Manual,Second Owner,2179,138.1,7,14
Maruti Alto K10 VXI,2014,229999,53473,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Mahindra Bolero 2011-2019 DI NON AC BS III White,2011,250000,100000,Diesel,Individual,Manual,Second Owner,2523,63,9,15.96
Hyundai Santro Xing GLS,2013,220000,80000,Petrol,Individual,Manual,First Owner,1086,62.1,5,17.92
Hyundai Xcent 1.1 CRDi S,2015,360000,120000,Diesel,Individual,Manual,First Owner,1120,71,5,24.4
Maruti Alto K10 VXI,2018,350000,40000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Hyundai Verna 1.6 SX CRDi (O),2012,500000,70000,Diesel,Individual,Manual,First Owner,1582,126.32,5,22.32
Chevrolet Beat Diesel LT,2013,145000,90000,Diesel,Individual,Manual,Third Owner,936,57.6,5,25.44
Chevrolet Sail Hatchback 1.2,2014,300000,51000,Petrol,Individual,Manual,First Owner,1199,82.5,5,18.2
Hyundai Accent GLE,2009,180000,87000,Petrol,Individual,Manual,Second Owner,1495,94,5,13.2
Renault Duster 110PS Diesel RxL,2014,620000,90000,Diesel,Individual,Manual,Second Owner,1461,108.45,5,19.01
Toyota Etios G,2015,360000,110000,Petrol,Individual,Manual,Third Owner,1496,88.73,5,16.78
Hyundai Santro Xing GLS,2010,245000,86000,Petrol,Individual,Manual,Second Owner,1086,62.1,5,17.92
Ford Ikon 1.6 Really Sport,2003,130000,80000,Petrol,Individual,Manual,Third Owner,1597,92,5,14.2
Maruti Esteem LX - BSIII,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,1298,85,5,15.9
Maruti Esteem LX - BSIII,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,1298,85,5,15.9
Ford Fiesta 1.5 TDCi Titanium,2014,650000,140000,Diesel,Individual,Manual,Second Owner,1498,89.75,5,25.01
Maruti Swift VXI,2019,610000,18000,Petrol,Individual,Manual,First Owner,1197,81.8,5,21.21
Maruti Alto K10 VXI,2015,300000,24000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Hyundai Grand i10 CRDi Magna,2014,425000,60000,Diesel,Individual,Manual,First Owner,1120,70,5,24
Hyundai Verna 1.6 SX CRDi (O),2012,450000,150000,Diesel,Individual,Manual,Third Owner,1582,126.32,5,22.32
Hyundai Verna 1.6 CRDI,2011,450000,108000,Diesel,Individual,Manual,First Owner,1582,126.3,5,22.32
Hyundai i10 Sportz AT,2011,340000,60000,Petrol,Individual,Automatic,Third Owner,1197,78.9,5,16.95
Maruti Ertiga LDI Option,2013,650000,90000,Diesel,Individual,Manual,First Owner,1248,88.76,7,20.77
Tata Indigo CS LS (TDI) BS III,2009,160000,70000,Diesel,Individual,Manual,First Owner,1396,69,5,19.09
Tata Indica Vista TDI LS,2014,250000,120000,Diesel,Individual,Manual,First Owner,1405,70,5,19.1
Chevrolet Beat Diesel LT,2012,225000,100000,Diesel,Individual,Manual,Third Owner,936,57.6,5,25.44
Tata Indica V2 2001-2011 DLS BSIII,2007,55000,75958,Diesel,Individual,Manual,Second Owner,1396,52.8,5,17.88
Maruti 800 AC,1996,42000,70000,Petrol,Individual,Manual,Third Owner,796,37,4,16.1
Hyundai Tucson CRDi,2006,282000,128000,Diesel,Individual,Manual,Fourth & Above Owner,1991,112,7,12.6
Tata Indica V2 DLS TC,2007,80000,110000,Diesel,Individual,Manual,Third Owner,1405,62,5,16.8
Maruti Swift Dzire VXI,2016,500000,40000,Petrol,Individual,Manual,First Owner,1197,83.14,5,20.85
Ford Figo Aspire 1.5 TDCi Ambiente,2016,500000,70000,Diesel,Individual,Manual,First Owner,1498,99,5,25.83
Maruti Swift VDI,2011,400000,60000,Diesel,Individual,Manual,First Owner,1248,74,5,22.9
Mahindra Bolero 2011-2019 SLX,2013,550000,90000,Diesel,Individual,Manual,First Owner,2523,62.1,7,15.96
Tata New Safari Dicor LX 4X2 BS IV,2007,200000,70000,Diesel,Individual,Manual,Second Owner,2179,138.1,7,13.93
Hyundai i10 Sportz,2012,280000,65000,Petrol,Individual,Manual,First Owner,1197,78.9,5,20.36
Maruti Swift Dzire VDI,2014,580000,88000,Diesel,Individual,Manual,First Owner,1248,74,5,23.4
Tata Manza Aura (ABS) Quadrajet,2009,100000,80000,Diesel,Individual,Manual,Third Owner,1248,90,5,18.8
Mahindra Scorpio EX,2014,550000,60000,Diesel,Individual,Manual,First Owner,2523,75,8,14
Mahindra TUV 300 T4 Plus,2017,700000,38000,Diesel,Individual,Manual,First Owner,1493,100,7,18.49
Tata Manza Aqua Safire,2010,150000,80000,Petrol,Individual,Manual,Third Owner,1368,90,5,15
Hyundai EON Magna Plus,2014,190000,60000,Petrol,Individual,Manual,Second Owner,814,55.2,5,21.1
Mahindra Bolero 2011-2019 SLE,2013,500000,110000,Diesel,Individual,Manual,First Owner,2523,62.1,7,15.96
Maruti Swift VDI BSIV,2017,640000,110000,Diesel,Individual,Manual,First Owner,1248,74,5,25.2
Skoda Fabia 1.2L Diesel Elegance,2011,340000,145000,Diesel,Individual,Manual,First Owner,1199,75,5,20.86
Hyundai Elite i20 Asta Option Diesel,2019,811000,43000,Diesel,Individual,Manual,First Owner,1396,88.76,5,22.54
Maruti Ritz LDi,2016,409999,120000,Diesel,Individual,Manual,First Owner,1248,73.94,5,23.2
Maruti Swift Lxi BSIII,2007,220000,136000,Petrol,Individual,Manual,Second Owner,1298,88.2,5,16.1
Tata Indica V2 DLS BSIII,2013,170000,120000,Diesel,Individual,Manual,Second Owner,1405,48.21,5,17.88
Hyundai Elite i20 Petrol Asta Option,2018,700000,25000,Petrol,Individual,Manual,First Owner,1197,81.86,5,18.6
Mahindra Scorpio S10 4WD,2015,950000,80000,Diesel,Individual,Manual,Second Owner,2179,120,7,15.4
Hyundai Accent GLS 1.6 ABS,2003,80000,40000,Petrol,Individual,Manual,Second Owner,1599,94,5,14.4
Maruti Swift Dzire VDI,2014,420000,120000,Diesel,Individual,Manual,Second Owner,1248,74,5,23.4
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,899000,35000,Diesel,Individual,Manual,First Owner,1248,88.5,5,25.1
Datsun GO T Petrol,2019,459999,35000,Petrol,Individual,Manual,First Owner,1198,67,5,19.83
Hyundai Verna CRDi SX ABS,2008,150000,120000,Diesel,Individual,Manual,Second Owner,1493,110,5,18.1
Renault KWID 1.0 RXT Optional,2017,350000,25000,Petrol,Individual,Manual,First Owner,999,67,5,23.01
Toyota Etios GD,2015,509999,100000,Diesel,Individual,Manual,Second Owner,1364,67.05,5,23.59
Mahindra Bolero 2011-2019 Plus Non AC,2013,500000,120000,Diesel,Individual,Manual,Third Owner,2523,62.1,9,15.96
Tata Zest Revotron 1.2 XT,2017,370000,35000,Petrol,Individual,Manual,First Owner,1193,88.7,5,17.57
Maruti Alto K10 2010-2014 VXI,2013,240000,44000,Petrol,Individual,Manual,Second Owner,998,67.1,5,20.92
Hyundai i20 Asta 1.4 CRDi,2015,530000,100000,Diesel,Individual,Manual,Second Owner,1396,88.73,5,22.54
Mahindra Scorpio S10 7 Seater,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,2179,120,7,15.4
Hyundai i10 Sportz,2014,350000,64000,Petrol,Individual,Manual,First Owner,1197,78.9,5,20.36
Mahindra XUV500 AT W10 FWD,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,2179,140,7,16
Hyundai i20 1.2 Magna,2011,220000,70000,Petrol,Individual,Manual,First Owner,1197,80,5,18.5
Hyundai Grand i10 Sportz,2015,350000,100000,Petrol,Individual,Manual,First Owner,1197,82,5,18.9
Maruti Swift LDI,2013,370000,90000,Diesel,Individual,Manual,Second Owner,1248,74,5,22.9
Maruti Swift Dzire VXi,2014,220000,50000,Petrol,Individual,Manual,First Owner,1298,85.8,5,17.5
Mahindra KUV 100 mFALCON D75 K4,2017,400000,50000,Diesel,Individual,Manual,First Owner,1198,77,6,25.32
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,570000,31596,Petrol,Dealer,Manual,First Owner,1497,121.36,5,17
Mahindra XUV500 W6 2WD,2013,650000,85710,Diesel,Dealer,Manual,First Owner,2179,140,7,15.1
Datsun RediGO T Option,2018,250000,10000,Petrol,Individual,Manual,First Owner,799,53.64,5,22.7
Hyundai i10 Sportz,2014,320000,15000,Petrol,Individual,Manual,First Owner,1197,78.9,5,20.36
Maruti Wagon R AMT VXI,2017,440000,35000,Petrol,Individual,Automatic,First Owner,998,67,5,20.51
Hyundai i20 Sportz 1.2,2013,315000,49000,Petrol,Individual,Manual,Second Owner,1197,82.85,5,18.5
Tata Manza Aura Quadrajet,2010,202999,158000,Diesel,Individual,Manual,First Owner,1248,90,5,18.8
Hyundai EON Era,2012,179000,30000,Petrol,Individual,Manual,Second Owner,814,55.2,5,21.1
Hyundai i10 Magna 1.2 iTech SE,2008,140000,60000,Petrol,Individual,Manual,Second Owner,1197,78.9,5,20.36
Maruti Zen Estilo 1.1 LXI BSIII,2008,150000,40000,Petrol,Individual,Manual,Second Owner,1061,64,5,18.2
Mahindra Bolero SLX,2011,440000,60000,Diesel,Individual,Manual,Second Owner,2523,63,7,13.6
Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,1399,68,5,20
Maruti Wagon R VXI BS IV,2014,330000,22000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Individual,Manual,First Owner,1196,70,5,15.6
Hyundai i20 Magna,2012,335000,45000,Petrol,Individual,Manual,First Owner,1197,82.85,5,18.5
Mahindra XUV500 W4,2016,1025000,22522,Diesel,Dealer,Manual,First Owner,2179,140,7,16
Hyundai i20 1.2 Magna,2012,320000,51856,Petrol,Dealer,Manual,Third Owner,1197,80,5,18.5
Maruti Ciaz RS ZXi Plus,2015,550000,29434,Petrol,Individual,Manual,First Owner,1373,91.1,5,20.73
Honda WR-V i-DTEC VX,2018,800000,25000,Diesel,Individual,Manual,First Owner,1498,98.6,5,25.5
Tata Tiago 1.2 Revotron XZ,2017,380000,28000,Petrol,Individual,Manual,Second Owner,1199,84,5,23.84
Renault Duster 85PS Diesel RxL Optional,2013,400000,44500,Diesel,Individual,Manual,Second Owner,1461,83.8,5,20.46
Maruti Wagon R VXI BS IV,2016,375000,34500,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Honda City i-VTEC CVT ZX,2017,1100000,20000,Petrol,Individual,Automatic,First Owner,1497,117.6,5,18
Hyundai i20 1.2 Spotz,2018,650000,15000,Petrol,Individual,Manual,First Owner,1197,81.83,5,18.6
Nissan Micra XV CVT,2014,361000,26000,Petrol,Individual,Automatic,First Owner,1198,76,5,19.34
Hyundai EON D Lite Plus,2012,140000,20000,Petrol,Individual,Manual,First Owner,814,55.2,5,21.1
Hyundai Xcent 1.2 VTVT S,2019,550000,3000,Petrol,Individual,Manual,First Owner,1197,81.86,5,20.14
Honda Amaze VX Petrol BSIV,2019,670000,20000,Petrol,Individual,Manual,First Owner,1199,88.76,5,19.5
Maruti Vitara Brezza ZDi Plus,2017,880000,25000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,35000,Diesel,Individual,Manual,First Owner,1498,98.96,5,23
Honda City i-VTEC CVT VX,2017,1150000,6825,Petrol,Individual,Automatic,First Owner,1497,117.6,5,18
Maruti Eeco CNG 5 Seater AC BSIV,2018,375000,50000,CNG,Individual,Manual,First Owner,1196,61.7,5,30.716
Maruti Ertiga BSIV VXI,2016,600000,13500,Petrol,Individual,Manual,First Owner,1373,91.1,7,17.5
Hyundai Xcent 1.2 CRDi S,2018,600000,65000,Diesel,Individual,Manual,First Owner,1186,73.97,5,25.4
Mahindra Xylo H9,2014,630000,95000,Diesel,Individual,Manual,Second Owner,2179,118.3,8,14.02
Maruti Ciaz ZXi,2016,590000,40000,Petrol,Individual,Manual,Second Owner,1373,91.1,5,20.73
Hyundai Santro Era,2019,420000,30000,Petrol,Individual,Manual,First Owner,1086,68,5,20.3
Tata New Safari Dicor EX 4X2 BS IV,2013,541000,112011,Diesel,Individual,Manual,First Owner,2179,138.1,7,13.93
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,125000,Diesel,Individual,Manual,First Owner,2494,100.6,7,12.99
Tata Manza Aura Quadrajet,2009,250000,43000,Diesel,Individual,Manual,First Owner,1248,90,5,18.8
Mahindra Bolero 2011-2019 SLE,2019,670000,53534,Diesel,Individual,Manual,First Owner,2523,62.1,7,15.96
Tata Tigor 2017-2020 XZ Plus,2019,530000,20000,Petrol,Individual,Manual,First Owner,1199,83.81,5,20.3
Chevrolet Beat Diesel LT,2012,150000,70000,Diesel,Individual,Manual,Second Owner,936,57.6,5,25.44
Mahindra XUV500 W8 2WD,2013,550000,70000,Diesel,Individual,Manual,Third Owner,2179,140,7,15.1
Mahindra Scorpio 1.99 S4 Plus,2015,650000,150000,Diesel,Individual,Manual,First Owner,1997,120,7,15.4
Tata Indica Vista TDI LX,2012,180000,100000,Diesel,Individual,Manual,Second Owner,1405,70,5,19.4
Mahindra Thar 4X4,2015,585000,50000,Diesel,Individual,Manual,First Owner,2498,105,7,16.55
Hyundai i20 Magna,2013,345000,120000,Petrol,Individual,Manual,Second Owner,1197,82.85,5,18.5
Maruti Swift VDI,2013,350000,110000,Diesel,Individual,Manual,Third Owner,1248,74,5,22.9
Honda BRV i-VTEC V MT,2016,725000,140000,Petrol,Individual,Manual,First Owner,1497,117.3,7,15.4
Tata Venture EX 7 Str,2012,250000,120000,Diesel,Individual,Manual,First Owner,1405,70,7,15.42
Maruti 800 AC,2002,45000,70000,Petrol,Individual,Manual,Second Owner,796,37,4,16.1
Renault KWID 1.0 RXT Optional,2017,325000,16500,Petrol,Individual,Manual,Second Owner,999,67,5,23.01
Maruti Alto K10 VXI,2016,350000,9900,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Maruti Alto LXi,2012,180000,80000,Petrol,Individual,Manual,Third Owner,796,46.3,5,19.7
Fiat Linea Emotion,2010,150000,100000,Petrol,Individual,Manual,Second Owner,1368,90,5,16
Maruti Dzire ZXI,2020,700000,20000,Petrol,Individual,Manual,First Owner,1197,88.5,5,23.26
Maruti Ciaz ZDi Plus SHVS,2016,795000,90000,Diesel,Individual,Manual,First Owner,1248,88.5,5,28.09
Mahindra Thar CRDe,2019,950000,15000,Diesel,Individual,Manual,First Owner,2498,105,6,16.55
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,885000,75000,Diesel,Individual,Automatic,First Owner,1498,108.5,5,21.5
Maruti Ritz LDi,2011,160000,140000,Diesel,Individual,Manual,First Owner,1248,73.9,5,21.1
Hyundai i20 1.4 CRDi Asta,2012,300000,120000,Diesel,Individual,Manual,Second Owner,1396,90,5,23
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,950000,75000,Diesel,Individual,Automatic,First Owner,1498,108.5,5,21.5
Maruti Ertiga VDI,2015,549000,90000,Diesel,Individual,Manual,First Owner,1248,88.76,7,20.77
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,61000,Diesel,Individual,Manual,First Owner,2494,100.6,7,12.99
Renault Fluence Diesel E4,2012,570000,100000,Diesel,Individual,Manual,Second Owner,1461,78,5,21.8
Mahindra Thar CRDe,2017,800000,60000,Diesel,Individual,Manual,Second Owner,2498,105,6,16.55
Hyundai Verna CRDi SX ABS,2009,375000,100000,Diesel,Individual,Manual,First Owner,1493,110,5,18.1
Mahindra Bolero SLX,2009,300000,170000,Diesel,Individual,Manual,Third Owner,2523,63,7,13.6
Toyota Etios G,2013,350000,100000,Petrol,Individual,Manual,Second Owner,1496,88.73,5,16.78
Mahindra Bolero SLX,2011,400000,120000,Diesel,Individual,Manual,Second Owner,2523,63,7,13.6
Volkswagen Polo 1.5 TDI Comfortline,2015,434999,50000,Diesel,Individual,Manual,First Owner,1498,88.8,5,20.14
Maruti Alto 800 LXI,2015,260000,25000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Maruti Swift VDI,2013,450000,24019,Diesel,Individual,Manual,First Owner,1248,74,5,22.9
Hyundai Verna 1.6 SX,2013,459999,80000,Diesel,Individual,Manual,Second Owner,1582,126.32,5,22.32
Maruti Ritz VDi ABS,2011,210000,100000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,21.1
Maruti Swift Dzire VXI,2015,540000,93000,Petrol,Individual,Manual,Second Owner,1197,83.14,5,20.85
Maruti Ertiga SHVS VDI,2017,710000,50000,Diesel,Individual,Manual,First Owner,1248,88.5,7,24.52
Maruti Alto 800 VXI,2018,285000,22000,Petrol,Individual,Manual,First Owner,796,47.3,5,24.7
Hyundai Creta 1.4 E Plus,2019,990000,19600,Diesel,Individual,Manual,First Owner,1396,88.7,5,22.1
Tata Indigo CS eGLS BS IV,2017,362000,104000,Petrol,Individual,Manual,First Owner,1193,64.1,5,15.64
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,880000,33000,Diesel,Individual,Manual,First Owner,1498,98.96,5,23
Mahindra TUV 300 mHAWK100 T8,2017,700000,60000,Diesel,Individual,Manual,First Owner,1493,100,7,18.49
Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,60000,Diesel,Individual,Manual,First Owner,2523,63,9,15.96
Nissan Terrano XL,2015,700000,40000,Petrol,Individual,Manual,First Owner,1598,102.5,5,13.24
Tata Tiago 1.05 Revotorq XT,2016,400000,60000,Diesel,Individual,Manual,First Owner,1047,69,5,27.28
Hyundai Accent Executive LPG,2010,165000,80000,LPG,Individual,Manual,First Owner,1495,93.7,5,18.48
Maruti Ertiga VXI,2014,425000,80000,Petrol,Individual,Manual,Third Owner,1373,93.7,7,16.02
Hyundai Santro Xing GL Plus,2012,180000,70000,Petrol,Individual,Manual,First Owner,1086,62.1,5,17.92
Maruti Alto K10 2010-2014 VXI,2012,170000,90000,Petrol,Individual,Manual,Third Owner,998,67.1,5,20.92
Mahindra Bolero 2011-2019 DI NON AC BS III White,2014,370000,183000,Diesel,Individual,Manual,First Owner,2523,63,9,15.96
Maruti Vitara Brezza VDi,2018,800000,27000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,900000,35000,Diesel,Individual,Manual,First Owner,1498,98.96,5,23
Maruti Swift VDI,2013,390000,120000,Diesel,Individual,Manual,First Owner,1248,74,5,22.9
Maruti Swift Dzire VDI,2014,445000,80000,Diesel,Individual,Manual,Second Owner,1248,74,5,23.4
Maruti Swift Dzire VDI,2014,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,1248,74,5,23.4
Maruti Wagon R LXI DUO BS IV,2013,275000,55000,LPG,Individual,Manual,First Owner,998,61.7,5,20.16
Maruti Ritz VDi,2009,200000,120000,Diesel,Individual,Manual,Second Owner,1248,73.9,5,21.1
Maruti Swift Dzire 1.2 Lxi BSIV,2012,350000,72000,Petrol,Individual,Manual,Second Owner,1197,85.8,5,17.5
Tata New Safari 4X4 EXI BSIII,2007,95000,120000,Diesel,Individual,Manual,Second Owner,2092,127,7,12
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,900000,100000,Diesel,Individual,Manual,First Owner,2499,72.4,9,13.58
Tata Sumo Gold GX,2013,350000,120000,Diesel,Individual,Manual,Second Owner,2956,83.83,7,15.3
Hyundai Grand i10 Asta,2014,455999,32000,Petrol,Individual,Manual,First Owner,1197,82,5,18.9
Maruti Alto STD,2008,129000,60000,Petrol,Individual,Manual,First Owner,796,46.3,5,19.7
Maruti Alto 800 LXI,2017,254000,40000,Petrol,Individual,Manual,First Owner,796,47.3,5,24.7
Ford Ecosport 1.5 Diesel Trend,2014,570000,48000,Diesel,Individual,Manual,First Owner,1498,98.96,5,21.7
Nissan Terrano XL D Option,2018,840000,30000,Diesel,Individual,Manual,First Owner,1461,83.14,5,19.87
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2010,235000,100000,Diesel,Individual,Manual,Second Owner,2179,138.1,7,13.93
Mahindra TUV 300 T6,2016,700000,50000,Diesel,Individual,Manual,First Owner,1493,100,7,18.49
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,528000,5000,Petrol,Individual,Manual,First Owner,1197,81.86,5,18.9
Mahindra Bolero 2011-2019 DI - AC BS III,2016,560000,72000,Diesel,Individual,Manual,First Owner,2523,63,9,15.96
Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,70000,Diesel,Individual,Manual,First Owner,2523,63,9,15.96
Chevrolet Aveo U-VA 1.2 LS,2007,102000,50000,Petrol,Individual,Manual,Second Owner,1150,74.9,5,15.26
Mahindra XUV500 W8 AWD,2014,750000,70000,Diesel,Individual,Manual,Second Owner,2179,140,7,15.1
Chevrolet Aveo U-VA 1.2,2010,148000,70000,Petrol,Individual,Manual,Third Owner,1150,76,5,14.7
Maruti Baleno Alpha 1.2,2015,650000,50000,Petrol,Individual,Manual,First Owner,1197,83.1,5,21.4
Volkswagen Polo Petrol Trendline 1.2L,2012,310000,40000,Petrol,Individual,Manual,First Owner,1198,73.9,5,16.47
Hyundai Xcent 1.2 Kappa S,2014,480000,30000,Petrol,Individual,Manual,First Owner,1197,82,5,19.1
Maruti Alto 800 VXI,2018,320000,15000,Petrol,Individual,Manual,First Owner,796,47.3,5,24.7
Honda City i VTEC VX,2015,750000,40000,Petrol,Individual,Manual,First Owner,1497,117.3,5,17.4
Nissan Micra Active XL Petrol,2017,370000,40000,Petrol,Individual,Manual,First Owner,1198,67.04,5,19.49
Maruti Swift ZXI,2013,320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,1197,85.8,5,18.6
Maruti Swift ZXI,2013,420000,67000,Petrol,Individual,Manual,First Owner,1197,85.8,5,18.6
